"method","abs_diff"
"equi",0.0599554310390597
"equi",0.00114925233159086
"equi",0.120785006469807
"equi",0.185695471820603
"equi",0.0535287088668
"equi",0.0926851650080455
"equi",0.0545494666819785
"equi",0.0950351334040697
"equi",0.0447395839281924
"equi",0.00153794906040883
"equi",0.114053227059699
"equi",0.0510739580058272
"equi",0.12408495846905
"equi",0.135357943408986
"equi",0.0156136879603014
"equi",0.0332282181533592
"equi",0.246489827321345
"equi",0.178605622725728
"equi",0.0747091735179332
"equi",0.206915713205701
"equi",0.0697559743017346
"equi",0.0341509600989626
"equi",0.0765552190460007
"equi",0.0702346724593373
"equi",0.0591867678073478
"equi",0.0568553917548238
"equi",0.0528478124632643
"equi",0.0712003001744126
"equi",0.0557072415992398
"equi",0.0116161451651875
"equi",0.149778820979822
"equi",0.0723268540687397
"equi",0.0244913817926718
"equi",0.0589897420670456
"equi",0.0131234535412234
"equi",0.0939084259591628
"equi",0.0668851117725166
"equi",0.0309210977952533
"equi",0.0782916601312061
"equi",0.0448357401380527
"equi",0.150793414181557
"equi",0.0701769675024734
"equi",0.0960934557713569
"equi",0.129411852587807
"equi",0.000128611027133615
"equi",0.0513466863199692
"equi",0.169802757730971
"equi",0.0332991562758424
"equi",0.00985123709392216
"equi",0.0180180380293042
"equi",0.0294601073780088
"equi",0.0625780269846435
"equi",0.0262755646268313
"equi",0.0747851329403725
"equi",0.0307759214422019
"equi",0.0140586543991463
"equi",0.0511381096310433
"equi",0.0705689336482773
"equi",0.0132058474066728
"equi",0.126257402636611
"equi",0.10294008027943
"equi",0.0153985083772284
"equi",0.0267373163900858
"equi",0.0774472649748651
"equi",0.00732420229522128
"equi",0.082420717979612
"equi",0.116596735492472
"equi",0.056521217567163
"equi",0.0886822562899211
"equi",0.126971691361419
"equi",0.0596255873400742
"equi",0.0455140047364695
"equi",0.00059185238509403
"equi",0.033465527815678
"equi",0.0565708608611107
"equi",0.113496051205207
"equi",0.128184870377422
"equi",0.136403880602081
"equi",0.0559581756815045
"equi",0.0971870842939977
"equi",0.0685177367234006
"equi",0.0516511169310856
"equi",0.101306183950547
"equi",0.159276874261383
"equi",0.0910717167355076
"equi",0.157016776953006
"equi",0.0208741018890544
"equi",0.0195202209366314
"equi",0.0880515350917227
"equi",0.0378594751427202
"equi",0.232023881718613
"equi",0.046977047734053
"equi",0.0355210690030493
"equi",0.138652300465342
"equi",0.0858049548126392
"equi",0.0878215423635459
"equi",0.139367363661011
"equi",0.00948394052582799
"equi",0.0506983628802874
"equi",0.110882752459261
"equi",0.429285741116565
"equi",0.11209570789811
"equi",0.126853409484011
"equi",0.00654110229329999
"equi",0.153914847060692
"equi",0.0347021958387004
"equi",0.0893255901951271
"equi",0.0494860755532198
"equi",0.0411094891911623
